,CE appliance,dish washer,electric space heater,electric stove,fridge,washer dryer,main
103019,0.0,1.0,5.0,2.0,1.0,3.0,164.63999939
103020,0.0,1.0,5.0,2.0,1.0,3.0,170.380004883
103021,0.0,1.0,8.0,2.0,0.0,3.0,164.269989014
103022,0.0,0.0,8.0,2.0,0.0,3.0,164.11000061
103023,0.0,1.0,8.0,2.0,0.0,2.0,167.820007324
103024,0.0,1.0,7.0,3.0,1.0,2.0,169.209991455
103025,0.0,1.0,7.0,2.0,0.0,3.0,169.559997559
103026,0.0,0.0,8.0,2.0,0.0,3.0,168.339996338
103027,0.0,0.0,8.0,2.0,0.0,3.0,164.079986572
103028,0.0,0.0,7.0,2.0,0.0,3.0,167.279998779
103029,0.0,0.0,8.0,3.0,1.0,2.0,167.489990234
103030,0.0,1.0,8.0,2.0,0.0,2.0,165.059997559
103031,0.0,1.0,8.0,2.0,1.0,3.0,164.029998779
103032,0.0,0.0,8.0,2.0,0.0,3.0,171.75
103033,0.0,0.0,8.0,2.0,0.0,3.0,171.75
103034,0.0,0.0,8.0,2.0,0.0,3.0,171.75
103035,0.0,0.0,8.0,3.0,0.0,2.0,175.300003052
103036,0.0,0.0,7.0,2.0,1.0,3.0,166.800003052
103037,0.0,1.0,7.0,3.0,1.0,3.0,169.029998779
103038,0.0,1.0,7.0,3.0,1.0,3.0,169.029998779
103039,0.0,1.0,7.0,3.0,1.0,3.0,169.029998779
103040,0.0,0.0,7.0,3.0,1.0,2.0,169.479995728
103041,0.0,1.0,8.0,2.0,0.0,3.0,164.929992676
103042,0.0,0.0,7.0,2.0,0.0,2.0,166.830001831
103043,0.0,0.0,8.0,3.0,1.0,3.0,165.089996338
103044,0.0,1.0,8.0,2.0,0.0,3.0,166.549987793
103045,0.0,1.0,8.0,2.0,0.0,3.0,169.419998169
103046,0.0,1.0,8.0,3.0,0.0,2.0,164.089996338
103047,0.0,0.0,7.0,3.0,0.0,2.0,164.779998779
103048,0.0,0.0,7.0,2.0,0.0,2.0,169.440002441
103049,0.0,1.0,8.0,2.0,0.0,3.0,164.929992676
103050,0.0,1.0,7.0,2.0,0.0,3.0,169.38999939
103051,0.0,1.0,8.0,3.0,0.0,3.0,165.779998779
103052,0.0,1.0,8.0,2.0,1.0,3.0,164.790008545
103053,0.0,1.0,8.0,2.0,0.0,3.0,167.259994507
103054,0.0,1.0,8.0,3.0,0.0,3.0,167.410003662
103055,0.0,1.0,7.0,3.0,0.0,2.0,168.960006714
103056,0.0,1.0,8.0,2.0,0.0,3.0,167.320007324
103057,0.0,0.0,7.0,2.0,0.0,2.0,170.230010986
103058,0.0,0.0,7.0,2.0,0.0,2.0,170.230010986
103059,0.0,0.0,7.0,2.0,0.0,2.0,170.230010986
103060,0.0,1.0,8.0,2.0,0.0,3.0,166.679992676
103061,0.0,0.0,9.0,2.0,0.0,3.0,169.130004883
103062,0.0,0.0,9.0,2.0,1.0,3.0,166.690002441
103063,0.0,1.0,8.0,3.0,0.0,3.0,166.919998169
103064,0.0,0.0,8.0,3.0,0.0,2.0,169.850006104
103065,0.0,1.0,8.0,2.0,0.0,3.0,168.510009766
103066,0.0,1.0,8.0,3.0,0.0,3.0,165.690002441
103067,0.0,1.0,8.0,2.0,0.0,3.0,164.480010986
103068,0.0,0.0,7.0,2.0,0.0,3.0,164.359985352
103069,0.0,1.0,8.0,2.0,1.0,3.0,164.089996338
103070,0.0,0.0,8.0,3.0,0.0,3.0,164.479995728
103071,0.0,0.0,7.0,2.0,0.0,3.0,164.13999939
103072,0.0,1.0,8.0,2.0,1.0,3.0,163.190002441
103073,0.0,1.0,8.0,3.0,0.0,3.0,166.540008545
103074,0.0,1.0,8.0,3.0,0.0,3.0,166.470001221
103075,0.0,0.0,7.0,2.0,0.0,3.0,165.879989624
103076,0.0,0.0,7.0,2.0,0.0,3.0,165.910003662
103077,0.0,0.0,7.0,2.0,0.0,3.0,165.910003662
103078,0.0,0.0,7.0,2.0,0.0,3.0,165.910003662
103079,0.0,1.0,7.0,3.0,0.0,2.0,168.63999939
103080,0.0,0.0,8.0,2.0,0.0,3.0,165.149993896
103081,0.0,1.0,8.0,2.0,0.0,3.0,164.839996338
103082,0.0,1.0,7.0,3.0,0.0,3.0,164.649993896
103083,0.0,1.0,8.0,3.0,1.0,3.0,165.539993286
103084,0.0,1.0,8.0,2.0,1.0,3.0,165.080001831
103085,0.0,0.0,8.0,3.0,0.0,2.0,165.190002441
103086,0.0,1.0,7.0,2.0,1.0,3.0,164.75
103087,0.0,0.0,8.0,3.0,1.0,3.0,165.0
103088,0.0,0.0,7.0,3.0,0.0,3.0,163.800003052
103089,0.0,1.0,7.0,2.0,0.0,3.0,165.419998169
103090,0.0,1.0,7.0,2.0,1.0,3.0,165.410003662
103091,0.0,1.0,7.0,2.0,1.0,3.0,163.789993286
103092,0.0,1.0,8.0,2.0,1.0,3.0,166.169998169
103093,0.0,1.0,8.0,2.0,1.0,3.0,166.11000061
103094,0.0,0.0,7.0,2.0,0.0,3.0,165.679992676
103095,0.0,0.0,7.0,2.0,0.0,3.0,164.61000061
103096,0.0,0.0,7.0,2.0,0.0,3.0,164.61000061
103097,0.0,0.0,7.0,2.0,0.0,3.0,164.61000061
103098,0.0,0.0,7.0,2.0,0.0,3.0,164.929992676
103099,0.0,1.0,8.0,2.0,0.0,3.0,164.440002441
103100,0.0,1.0,8.0,2.0,0.0,3.0,164.059997559
103101,0.0,1.0,8.0,2.0,0.0,3.0,164.38999939
103102,0.0,1.0,7.0,2.0,0.0,2.0,165.450012207
103103,0.0,1.0,7.0,2.0,0.0,2.0,165.740005493
103104,0.0,1.0,7.0,2.0,0.0,2.0,165.199996948
103105,0.0,1.0,8.0,2.0,0.0,3.0,164.210006714
103106,0.0,1.0,8.0,2.0,0.0,3.0,165.240005493
103107,0.0,1.0,8.0,2.0,0.0,3.0,164.589996338
103108,0.0,1.0,8.0,3.0,0.0,3.0,164.930007935
103109,0.0,1.0,8.0,3.0,0.0,3.0,163.869995117
103110,0.0,1.0,7.0,3.0,0.0,2.0,164.339996338
103111,0.0,0.0,8.0,2.0,1.0,3.0,167.460006714
103112,0.0,1.0,8.0,3.0,0.0,3.0,166.199996948
103113,0.0,0.0,7.0,2.0,0.0,2.0,164.079986572
103114,0.0,0.0,8.0,2.0,0.0,3.0,165.38999939
103115,0.0,0.0,8.0,2.0,0.0,3.0,165.38999939
103116,0.0,0.0,8.0,2.0,0.0,3.0,165.38999939
103117,0.0,1.0,7.0,2.0,0.0,3.0,164.0
103118,0.0,1.0,7.0,2.0,0.0,3.0,164.710006714
103119,0.0,0.0,8.0,2.0,0.0,2.0,163.319992065
103120,0.0,0.0,7.0,2.0,0.0,3.0,163.419998169
103121,0.0,0.0,7.0,2.0,0.0,3.0,165.259994507
103122,0.0,1.0,7.0,2.0,1.0,3.0,165.800003052
103123,0.0,1.0,7.0,2.0,0.0,3.0,164.410003662
103124,0.0,1.0,7.0,3.0,0.0,3.0,164.989990234
103125,0.0,0.0,7.0,2.0,0.0,3.0,164.289993286
103126,0.0,1.0,7.0,2.0,1.0,2.0,164.899993896
103127,0.0,1.0,7.0,3.0,0.0,3.0,164.760009766
103128,0.0,1.0,7.0,3.0,0.0,2.0,164.069992065
103129,0.0,1.0,7.0,2.0,0.0,3.0,164.020004272
103130,0.0,1.0,7.0,2.0,0.0,3.0,164.410003662
103131,0.0,0.0,8.0,3.0,1.0,3.0,165.13999939
103132,0.0,1.0,8.0,2.0,0.0,3.0,165.910003662
103133,0.0,1.0,8.0,2.0,1.0,3.0,165.369995117
103134,0.0,1.0,8.0,2.0,1.0,3.0,165.240005493
103135,0.0,1.0,8.0,2.0,1.0,3.0,165.240005493
103136,0.0,1.0,8.0,2.0,3.0,3.0,168.819992065
103137,0.0,1.0,7.0,2.0,4.0,3.0,169.559997559
103138,0.0,1.0,7.0,3.0,4.0,2.0,170.690002441
103139,0.0,0.0,7.0,3.0,5.0,3.0,170.669998169
103140,0.0,0.0,7.0,2.0,3.0,3.0,171.830001831
103141,0.0,0.0,7.0,2.0,5.0,3.0,172.460006714
103142,0.0,0.0,8.0,2.0,3.0,3.0,170.949996948
103143,0.0,0.0,8.0,3.0,3.0,3.0,170.589996338
103144,0.0,1.0,8.0,2.0,5.0,3.0,172.130004883
103145,0.0,1.0,8.0,2.0,5.0,3.0,171.490005493
103146,0.0,0.0,4.0,3.0,4.0,3.0,170.919998169
103147,0.0,1.0,9.0,2.0,5.0,3.0,171.919998169
103148,0.0,0.0,7.0,3.0,2.0,2.0,172.319992065
103149,0.0,1.0,8.0,3.0,5.0,3.0,171.0
103150,0.0,1.0,7.0,3.0,3.0,3.0,173.320007324
103151,0.0,1.0,8.0,3.0,5.0,3.0,172.13999939
103152,0.0,0.0,8.0,2.0,3.0,2.0,172.279998779
103153,0.0,1.0,7.0,3.0,5.0,2.0,172.050003052
103154,0.0,1.0,7.0,3.0,5.0,2.0,172.050003052
103155,0.0,1.0,7.0,3.0,5.0,2.0,172.050003052
103156,0.0,0.0,7.0,2.0,2.0,2.0,170.830001831
103157,0.0,0.0,8.0,2.0,4.0,3.0,171.059997559
103158,0.0,1.0,7.0,2.0,5.0,3.0,173.380004883
103159,0.0,0.0,7.0,3.0,5.0,2.0,170.779998779
103160,0.0,1.0,8.0,2.0,3.0,3.0,173.279998779
103161,0.0,0.0,7.0,3.0,5.0,3.0,171.709991455
103162,0.0,0.0,8.0,2.0,3.0,3.0,172.229995728
103163,0.0,0.0,7.0,2.0,4.0,3.0,170.379989624
103164,0.0,0.0,7.0,3.0,3.0,3.0,170.850006104
103165,0.0,0.0,8.0,2.0,4.0,2.0,177.040008545
103166,0.0,1.0,8.0,2.0,5.0,3.0,174.580001831
103167,0.0,0.0,8.0,2.0,3.0,3.0,172.920013428
103168,0.0,1.0,7.0,3.0,5.0,3.0,175.839996338
103169,0.0,0.0,8.0,2.0,5.0,3.0,172.770004272
103170,0.0,1.0,8.0,2.0,5.0,3.0,175.979995728
103171,0.0,1.0,8.0,2.0,5.0,3.0,171.529998779
103172,0.0,0.0,7.0,3.0,4.0,3.0,174.789993286
103173,0.0,1.0,7.0,3.0,5.0,3.0,172.490005493
103174,0.0,1.0,8.0,3.0,5.0,3.0,173.579986572
103175,0.0,1.0,7.0,3.0,3.0,3.0,173.080001831
103176,0.0,1.0,7.0,3.0,3.0,3.0,173.080001831
103177,0.0,1.0,7.0,3.0,3.0,3.0,173.080001831
103178,0.0,1.0,7.0,3.0,5.0,2.0,172.170013428
103179,0.0,1.0,7.0,2.0,5.0,3.0,171.61000061
103180,0.0,1.0,8.0,2.0,5.0,3.0,174.070007324
103181,0.0,0.0,8.0,3.0,3.0,2.0,172.540008545
103182,0.0,0.0,8.0,2.0,5.0,3.0,175.350006104
103183,0.0,1.0,8.0,3.0,2.0,2.0,174.460006714
103184,0.0,0.0,8.0,2.0,5.0,3.0,175.760009766
103185,0.0,0.0,8.0,3.0,3.0,2.0,171.0
103186,0.0,1.0,8.0,2.0,5.0,3.0,174.399993896
103187,0.0,0.0,8.0,2.0,3.0,3.0,171.029998779
103188,0.0,1.0,9.0,2.0,6.0,3.0,173.11000061
103189,0.0,1.0,9.0,2.0,3.0,3.0,175.119995117
103190,0.0,0.0,7.0,2.0,2.0,3.0,174.619995117
103191,0.0,1.0,7.0,2.0,3.0,3.0,174.63999939
103192,0.0,1.0,7.0,3.0,5.0,3.0,174.330001831
103193,0.0,0.0,8.0,2.0,3.0,3.0,172.61000061
103194,0.0,0.0,8.0,3.0,179.0,3.0,1195.4699707
103195,0.0,0.0,8.0,3.0,179.0,3.0,1195.4699707
103196,0.0,0.0,8.0,3.0,179.0,3.0,1195.4699707
103197,0.0,0.0,8.0,3.0,190.0,2.0,351.869995117
103198,0.0,0.0,8.0,2.0,198.0,3.0,351.010009766
103199,0.0,0.0,8.0,3.0,193.0,3.0,364.120025635
103200,0.0,0.0,8.0,3.0,199.0,2.0,356.320007324
103201,0.0,0.0,7.0,3.0,189.0,2.0,357.480010986
103202,0.0,0.0,7.0,3.0,186.0,3.0,355.940002441
103203,0.0,0.0,8.0,3.0,183.0,3.0,353.120025635
103204,0.0,0.0,8.0,3.0,184.0,3.0,350.970001221
103205,0.0,0.0,8.0,3.0,188.0,2.0,352.839996338
103206,0.0,0.0,8.0,2.0,181.0,3.0,345.600006104
103207,0.0,0.0,7.0,3.0,181.0,2.0,343.399993896
103208,0.0,0.0,8.0,3.0,178.0,3.0,346.049987793
103209,0.0,0.0,8.0,2.0,173.0,2.0,344.290008545
103210,0.0,0.0,8.0,2.0,179.0,2.0,342.380004883
103211,0.0,0.0,8.0,3.0,171.0,3.0,340.889984131
103212,0.0,0.0,7.0,3.0,176.0,2.0,339.299987793
103213,0.0,0.0,7.0,2.0,175.0,3.0,339.170013428
103214,0.0,0.0,7.0,3.0,167.0,2.0,333.900024414
103215,0.0,0.0,7.0,3.0,167.0,2.0,333.900024414
103216,0.0,0.0,7.0,3.0,167.0,2.0,333.900024414
103217,0.0,0.0,8.0,3.0,169.0,3.0,337.16998291
103218,0.0,0.0,8.0,3.0,167.0,3.0,335.869995117
103219,0.0,0.0,8.0,3.0,169.0,2.0,332.479980469
103220,0.0,0.0,8.0,3.0,170.0,3.0,329.200012207
103221,0.0,0.0,8.0,2.0,164.0,3.0,330.359985352
103222,0.0,0.0,8.0,3.0,165.0,3.0,330.579986572
103223,0.0,0.0,7.0,3.0,165.0,2.0,330.16998291
103224,0.0,0.0,7.0,3.0,167.0,2.0,330.460021973
103225,0.0,0.0,7.0,3.0,162.0,3.0,328.350006104
103226,0.0,0.0,8.0,3.0,166.0,2.0,327.369995117
103227,0.0,0.0,8.0,3.0,167.0,2.0,328.859985352
103228,0.0,0.0,8.0,3.0,166.0,3.0,328.730010986
103229,0.0,0.0,7.0,3.0,165.0,3.0,325.809997559
103230,0.0,0.0,7.0,2.0,163.0,3.0,327.049987793
103231,0.0,0.0,5.0,3.0,168.0,3.0,327.700012207
103232,0.0,0.0,7.0,2.0,163.0,3.0,327.700012207
103233,0.0,0.0,7.0,2.0,163.0,3.0,325.170013428
103234,0.0,0.0,7.0,2.0,163.0,3.0,325.170013428
103235,0.0,0.0,7.0,2.0,163.0,3.0,325.170013428
103236,0.0,0.0,8.0,3.0,160.0,2.0,324.799987793
103237,0.0,0.0,8.0,3.0,160.0,2.0,325.079986572
103238,0.0,0.0,8.0,3.0,161.0,3.0,324.869995117
103239,0.0,0.0,8.0,3.0,161.0,3.0,325.730010986
103240,0.0,0.0,8.0,3.0,161.0,3.0,323.850006104
103241,0.0,0.0,8.0,3.0,159.0,2.0,322.989990234
103242,0.0,0.0,8.0,3.0,159.0,2.0,324.459991455
103243,0.0,0.0,8.0,2.0,162.0,3.0,324.940002441
103244,0.0,0.0,8.0,2.0,162.0,3.0,324.440002441
103245,0.0,0.0,8.0,2.0,158.0,3.0,323.739990234
103246,0.0,0.0,8.0,2.0,158.0,3.0,323.929992676
103247,0.0,0.0,8.0,2.0,160.0,3.0,324.820007324
103248,0.0,0.0,8.0,2.0,160.0,3.0,323.640014648
103249,0.0,0.0,8.0,2.0,159.0,3.0,323.129974365
103250,0.0,0.0,8.0,2.0,152.0,3.0,322.890014648
103251,0.0,0.0,7.0,2.0,158.0,3.0,323.770019531
103252,0.0,0.0,8.0,2.0,156.0,2.0,322.279998779
103253,0.0,0.0,8.0,2.0,160.0,3.0,322.759979248
103254,0.0,0.0,8.0,2.0,160.0,3.0,322.759979248
103255,0.0,0.0,8.0,2.0,160.0,3.0,322.759979248
103256,0.0,0.0,8.0,3.0,158.0,2.0,323.320007324
103257,0.0,0.0,8.0,2.0,156.0,3.0,323.25
103258,0.0,0.0,8.0,2.0,156.0,3.0,323.940002441
103259,0.0,0.0,8.0,3.0,156.0,3.0,323.990020752
103260,0.0,0.0,7.0,3.0,157.0,3.0,323.480010986
103261,0.0,0.0,8.0,3.0,158.0,3.0,322.809997559
103262,0.0,0.0,8.0,3.0,161.0,3.0,322.709991455
103263,0.0,0.0,7.0,2.0,159.0,2.0,323.039978027
103264,0.0,0.0,8.0,3.0,160.0,3.0,321.040008545
103265,0.0,0.0,8.0,3.0,159.0,3.0,321.339996338
103266,0.0,0.0,7.0,3.0,153.0,2.0,322.459991455
103267,0.0,0.0,8.0,3.0,158.0,3.0,323.160003662
103268,0.0,0.0,8.0,2.0,156.0,2.0,322.029998779
103269,0.0,0.0,7.0,3.0,159.0,3.0,323.0
103270,0.0,0.0,8.0,3.0,154.0,3.0,322.729980469
103271,0.0,0.0,8.0,3.0,154.0,3.0,321.840026855
103272,0.0,0.0,9.0,2.0,141.0,3.0,322.020019531
103273,0.0,0.0,9.0,2.0,140.0,3.0,322.399993896
103274,0.0,0.0,9.0,2.0,140.0,3.0,322.399993896
103275,0.0,0.0,8.0,3.0,153.0,3.0,320.529998779
103276,0.0,0.0,8.0,3.0,155.0,2.0,321.940002441
103277,0.0,0.0,8.0,3.0,154.0,3.0,320.900024414
103278,0.0,0.0,8.0,3.0,157.0,3.0,320.970001221
103279,0.0,0.0,8.0,2.0,154.0,2.0,321.220001221
103280,0.0,0.0,8.0,3.0,154.0,2.0,319.659973145
103281,0.0,0.0,8.0,3.0,154.0,3.0,320.690002441
103282,0.0,0.0,8.0,3.0,155.0,2.0,320.340026855
103283,0.0,0.0,8.0,2.0,154.0,3.0,318.940002441
103284,0.0,0.0,8.0,3.0,152.0,3.0,320.150024414
103285,0.0,0.0,8.0,3.0,149.0,3.0,321.159973145
103286,0.0,0.0,8.0,3.0,156.0,3.0,320.119995117
103287,0.0,0.0,7.0,3.0,152.0,2.0,319.890014648
103288,0.0,0.0,8.0,3.0,150.0,2.0,320.269989014
103289,0.0,0.0,8.0,3.0,157.0,3.0,320.470001221
103290,0.0,0.0,8.0,3.0,151.0,3.0,318.790008545
103291,0.0,0.0,8.0,3.0,153.0,3.0,319.369995117
103292,0.0,0.0,8.0,3.0,153.0,3.0,319.369995117
103293,0.0,0.0,8.0,3.0,153.0,3.0,319.369995117
103294,0.0,0.0,7.0,3.0,155.0,2.0,319.820007324
103295,0.0,0.0,8.0,3.0,150.0,3.0,321.359985352
103296,0.0,0.0,8.0,3.0,152.0,2.0,319.0
103297,0.0,0.0,8.0,2.0,150.0,3.0,319.930023193
103298,0.0,0.0,8.0,3.0,153.0,3.0,319.550018311
103299,0.0,0.0,7.0,3.0,149.0,3.0,317.510009766
103300,0.0,0.0,8.0,2.0,155.0,3.0,318.670013428
103301,0.0,0.0,8.0,2.0,154.0,3.0,320.720001221
103302,0.0,0.0,7.0,3.0,152.0,2.0,318.140014648
103303,0.0,0.0,8.0,2.0,149.0,2.0,319.760009766
103304,0.0,0.0,8.0,3.0,154.0,3.0,321.720001221
103305,0.0,0.0,8.0,3.0,156.0,3.0,321.019989014
103306,0.0,0.0,8.0,3.0,151.0,3.0,318.799987793
103307,0.0,0.0,8.0,3.0,156.0,3.0,318.389984131
103308,0.0,0.0,8.0,2.0,154.0,2.0,317.809997559
103309,0.0,0.0,7.0,3.0,152.0,2.0,318.229980469
103310,0.0,0.0,8.0,3.0,148.0,2.0,318.33001709
103311,0.0,0.0,8.0,3.0,148.0,2.0,318.33001709
103312,0.0,0.0,8.0,3.0,148.0,2.0,318.33001709
103313,0.0,0.0,8.0,3.0,156.0,2.0,316.800018311
103314,0.0,0.0,8.0,3.0,156.0,2.0,320.25
103315,0.0,0.0,8.0,3.0,157.0,2.0,322.670013428
103316,0.0,0.0,9.0,3.0,163.0,2.0,320.359985352
103317,0.0,0.0,7.0,3.0,151.0,3.0,317.079986572
103318,0.0,0.0,8.0,3.0,152.0,3.0,321.139984131
103319,0.0,0.0,8.0,3.0,155.0,2.0,321.619995117
103320,0.0,0.0,8.0,3.0,151.0,3.0,317.979980469
103321,0.0,0.0,8.0,3.0,154.0,3.0,322.380004883
103322,0.0,0.0,7.0,3.0,153.0,3.0,319.309997559
103323,0.0,0.0,8.0,3.0,150.0,3.0,318.179992676
103324,0.0,0.0,8.0,2.0,151.0,3.0,321.769989014
103325,0.0,0.0,8.0,3.0,154.0,3.0,319.140014648
103326,0.0,0.0,8.0,3.0,150.0,2.0,318.559997559
103327,0.0,0.0,8.0,3.0,151.0,3.0,316.399993896
103328,0.0,0.0,8.0,2.0,148.0,3.0,321.020019531
103329,0.0,0.0,8.0,3.0,153.0,2.0,319.660003662
103330,0.0,0.0,8.0,3.0,153.0,2.0,319.380004883
103331,0.0,0.0,8.0,3.0,153.0,2.0,319.380004883
103332,0.0,0.0,8.0,3.0,153.0,2.0,319.380004883
103333,0.0,0.0,8.0,3.0,151.0,2.0,317.690002441
103334,0.0,0.0,8.0,3.0,146.0,3.0,321.700012207
103335,0.0,0.0,8.0,3.0,151.0,3.0,318.070007324
103336,0.0,0.0,8.0,3.0,154.0,3.0,320.320007324
103337,0.0,0.0,8.0,3.0,153.0,3.0,316.940002441
103338,0.0,0.0,8.0,3.0,155.0,2.0,317.58001709
103339,0.0,0.0,8.0,2.0,152.0,3.0,320.279998779
103340,0.0,0.0,8.0,2.0,148.0,3.0,320.489990234
103341,0.0,0.0,8.0,3.0,153.0,3.0,320.630004883
103342,0.0,0.0,8.0,2.0,152.0,3.0,319.530029297
103343,0.0,0.0,8.0,3.0,155.0,3.0,317.550018311
103344,0.0,0.0,8.0,3.0,153.0,2.0,317.619995117
103345,0.0,0.0,8.0,3.0,152.0,3.0,319.460021973
103346,0.0,0.0,8.0,3.0,147.0,3.0,316.440002441
103347,0.0,0.0,8.0,2.0,149.0,3.0,319.320007324
103348,0.0,0.0,8.0,3.0,154.0,2.0,319.890014648
103349,0.0,0.0,7.0,2.0,155.0,3.0,318.039978027
103350,0.0,0.0,8.0,2.0,153.0,3.0,318.66998291
103351,0.0,0.0,8.0,2.0,153.0,3.0,318.66998291
103352,0.0,0.0,8.0,3.0,147.0,3.0,319.33001709
103353,0.0,0.0,8.0,2.0,150.0,3.0,319.260009766
103354,0.0,0.0,8.0,2.0,152.0,2.0,315.890014648
103355,0.0,0.0,8.0,2.0,149.0,2.0,317.470001221
103356,0.0,0.0,7.0,3.0,154.0,2.0,319.260009766
103357,0.0,0.0,8.0,3.0,153.0,3.0,321.609985352
103358,0.0,0.0,8.0,3.0,147.0,3.0,317.799987793
103359,0.0,0.0,9.0,3.0,136.0,2.0,316.91998291
103360,0.0,1.0,9.0,3.0,161.0,3.0,319.059997559
103361,0.0,0.0,8.0,3.0,148.0,3.0,319.240020752
103362,0.0,0.0,8.0,3.0,146.0,3.0,317.989990234
103363,0.0,0.0,8.0,3.0,149.0,2.0,318.459991455
103364,0.0,0.0,7.0,3.0,154.0,2.0,318.790008545
103365,0.0,0.0,7.0,3.0,154.0,2.0,315.559997559
103366,0.0,0.0,8.0,3.0,152.0,3.0,318.290008545
103367,0.0,0.0,8.0,3.0,152.0,3.0,318.16998291
103368,0.0,0.0,8.0,3.0,149.0,3.0,315.699981689
103369,0.0,0.0,8.0,3.0,149.0,3.0,315.699981689
103370,0.0,0.0,8.0,3.0,149.0,3.0,315.699981689
103371,0.0,0.0,8.0,3.0,149.0,3.0,317.139984131
103372,0.0,0.0,8.0,3.0,146.0,2.0,317.079986572
103373,0.0,0.0,8.0,3.0,146.0,2.0,316.470001221
103374,0.0,0.0,8.0,3.0,146.0,2.0,314.699981689
103375,0.0,0.0,8.0,2.0,150.0,3.0,314.609985352
103376,0.0,0.0,8.0,2.0,150.0,3.0,315.900024414
103377,0.0,0.0,8.0,2.0,150.0,3.0,315.380004883
103378,0.0,0.0,8.0,3.0,151.0,3.0,315.519989014
103379,0.0,0.0,8.0,3.0,151.0,3.0,316.280029297
103380,0.0,0.0,8.0,3.0,151.0,3.0,314.359985352
103381,0.0,0.0,8.0,3.0,151.0,3.0,315.899993896
103382,0.0,0.0,8.0,3.0,151.0,3.0,316.929992676
103383,0.0,0.0,8.0,3.0,152.0,3.0,317.520019531
103384,0.0,0.0,8.0,3.0,153.0,3.0,315.769989014
103385,0.0,0.0,8.0,3.0,148.0,2.0,314.660003662
103386,0.0,0.0,8.0,3.0,148.0,2.0,314.510009766
103387,0.0,0.0,8.0,3.0,150.0,2.0,315.380004883
103388,0.0,0.0,8.0,3.0,154.0,3.0,317.309997559
103389,0.0,0.0,8.0,3.0,154.0,3.0,317.309997559
103390,0.0,0.0,8.0,3.0,154.0,3.0,317.309997559
103391,0.0,0.0,8.0,2.0,148.0,3.0,317.520019531
103392,0.0,0.0,7.0,2.0,151.0,3.0,316.099975586
103393,0.0,0.0,8.0,3.0,144.0,3.0,316.309997559
103394,0.0,0.0,8.0,3.0,151.0,2.0,314.459991455
103395,0.0,0.0,8.0,2.0,148.0,3.0,315.920013428
103396,0.0,0.0,7.0,3.0,153.0,3.0,315.029998779
103397,0.0,0.0,8.0,3.0,149.0,3.0,315.579986572
103398,0.0,0.0,8.0,3.0,148.0,2.0,314.970001221
103399,0.0,0.0,8.0,3.0,145.0,3.0,316.0
103400,0.0,0.0,8.0,2.0,147.0,3.0,316.069976807
103401,0.0,0.0,5.0,2.0,155.0,3.0,316.949981689
103402,0.0,0.0,8.0,2.0,153.0,3.0,316.299987793
103403,0.0,0.0,8.0,2.0,144.0,3.0,314.920013428
103404,0.0,0.0,8.0,2.0,152.0,2.0,314.270019531
103405,0.0,0.0,8.0,2.0,147.0,3.0,313.720001221
103406,0.0,0.0,8.0,2.0,148.0,3.0,314.91998291
103407,0.0,0.0,8.0,3.0,150.0,3.0,314.139984131
103408,0.0,0.0,8.0,2.0,143.0,3.0,316.440002441
103409,0.0,0.0,8.0,2.0,143.0,3.0,316.440002441
103410,0.0,0.0,8.0,2.0,143.0,3.0,316.440002441
103411,0.0,0.0,8.0,3.0,148.0,3.0,316.25
103412,0.0,0.0,8.0,3.0,146.0,2.0,314.940002441
103413,0.0,0.0,8.0,3.0,147.0,2.0,314.369995117
103414,0.0,0.0,8.0,3.0,146.0,3.0,315.240020752
103415,0.0,0.0,8.0,2.0,144.0,3.0,315.690002441
103416,0.0,0.0,8.0,3.0,149.0,3.0,314.760009766
103417,0.0,0.0,8.0,2.0,145.0,2.0,315.069976807
103418,0.0,0.0,8.0,3.0,147.0,2.0,315.549987793
103419,0.0,0.0,7.0,3.0,143.0,3.0,315.260009766
103420,0.0,0.0,8.0,3.0,148.0,2.0,315.070007324
103421,0.0,0.0,8.0,3.0,146.0,3.0,316.529998779
103422,0.0,0.0,8.0,3.0,150.0,3.0,314.420013428
103423,0.0,0.0,8.0,3.0,143.0,2.0,314.259979248
103424,0.0,0.0,8.0,3.0,146.0,3.0,314.540008545
103425,0.0,0.0,8.0,3.0,146.0,3.0,312.509979248
103426,0.0,0.0,7.0,3.0,143.0,3.0,313.639984131
103427,0.0,0.0,8.0,3.0,151.0,3.0,314.470001221
103428,0.0,0.0,8.0,3.0,151.0,3.0,314.470001221
103429,0.0,0.0,8.0,3.0,151.0,3.0,314.470001221
103430,0.0,0.0,8.0,3.0,150.0,3.0,314.700012207
103431,0.0,0.0,8.0,3.0,149.0,3.0,314.709991455
103432,0.0,0.0,8.0,3.0,152.0,3.0,314.220001221
103433,0.0,0.0,7.0,3.0,148.0,2.0,314.220001221
103434,0.0,0.0,8.0,3.0,151.0,2.0,315.880004883
103435,0.0,0.0,8.0,3.0,146.0,2.0,315.059997559
103436,0.0,0.0,7.0,2.0,151.0,3.0,314.380004883
103437,0.0,0.0,8.0,3.0,151.0,2.0,312.209991455
103438,0.0,0.0,8.0,3.0,146.0,2.0,314.490020752
103439,0.0,0.0,8.0,3.0,152.0,2.0,313.33001709
103440,0.0,0.0,8.0,3.0,145.0,2.0,312.529998779
103441,0.0,0.0,8.0,3.0,149.0,2.0,313.989990234
